state_abbr,latitude,longitude,enrollment
MI,44.303162,-86.022270,289
MI,44.736200,-85.185400,439
MI,44.835000,-85.280400,70
MI,44.737500,-85.192500,307
MI,44.738300,-85.186500,517
MI,43.056860,-83.602433,405
MI,43.069340,-83.584820,431
MI,43.070776,-83.610035,836
MI,43.079659,-83.590950,656
MI,43.046798,-83.622247,380
MI,43.070776,-83.610035,83
MI,43.069811,-83.627377,43
MI,42.879224,-85.660852,494
MI,42.878900,-85.661900,475
MI,42.877037,-85.666312,595
MI,42.867200,-85.658200,287
MI,42.881400,-85.673300,253
MI,42.868235,-85.668427,94
MI,43.014400,-85.773800,538
MI,43.033100,-85.751400,876
MI,42.987801,-85.766199,443
MI,43.036400,-85.749100,634
MI,43.049800,-85.718100,323
MI,43.033103,-85.751380,99
MI,43.224400,-85.752700,290
MI,43.226172,-85.753318,383
MI,43.220746,-85.750129,537
MI,43.226172,-85.753318,23
MI,42.843300,-85.606600,556
MI,42.850600,-85.613600,742
MI,42.858800,-85.567400,553
MI,42.853934,-85.662929,216
MI,42.856200,-85.604000,674
MI,42.882500,-85.627800,357
MI,42.864400,-85.627000,370
MI,42.859100,-85.641600,543
MI,42.882600,-85.600500,700
MI,42.873800,-85.639000,339
MI,42.843800,-85.648100,302
MI,42.854300,-85.661700,320
MI,42.871200,-85.636600,541
MI,42.850300,-85.619300,2068
MI,42.870500,-85.604900,413
MI,42.852816,-85.612123,842
MI,44.579100,-85.532800,401
MI,44.581800,-85.540900,655
MI,44.583200,-85.540700,366
MI,43.411786,-83.193039,262
MI,43.409200,-83.187500,319
MI,42.895900,-84.350700,521
MI,42.876000,-84.342400,340
MI,42.888400,-84.349500,251
MI,44.332599,-85.207469,508
MI,44.337424,-85.211381,265
MI,44.337424,-85.211381,369
MI,42.859382,-83.727526,444
MI,42.843300,-83.750400,646
MI,42.842600,-83.731600,505
MI,42.844500,-83.730700,422
MI,47.193954,-88.407399,327
MI,42.728000,-83.288800,467
MI,42.762700,-83.281900,514
MI,42.786300,-83.302600,504
MI,42.785200,-83.177400,510
MI,42.753700,-83.238000,1
MI,42.787000,-83.233300,423
MI,42.753300,-83.240400,446
MI,42.754400,-83.233500,2035
MI,42.764200,-83.308700,485
MI,42.754500,-83.241300,444
MI,42.735600,-83.292600,514
MI,42.753717,-83.238043,73
MI,42.775100,-83.265751,56
MI,42.015300,-86.454900,377
MI,42.013029,-86.493600,843
MI,42.015500,-86.488400,612
MI,42.018570,-86.501034,412
MI,42.040900,-86.520400,391
MI,42.291700,-85.236700,1241
MI,42.276400,-85.195500,368
MI,42.300600,-85.227200,249
MI,42.291300,-85.190600,350
MI,42.287500,-85.229800,349
MI,42.295400,-85.230500,1082
MI,42.303365,-85.213305,67
MI,42.490500,-82.892900,370
MI,42.497296,-82.908664,990
MI,42.498000,-82.911400,430
MI,42.477900,-82.909000,317
MI,42.494900,-82.902800,1319
MI,42.483700,-82.912000,652
MI,42.494565,-82.898867,46
MI,43.440200,-85.278000,329
MI,43.434162,-85.273588,306
MI,43.436000,-85.281900,368
MI,43.153800,-83.411900,347
MI,43.166700,-83.462600,354
MI,43.168200,-83.462000,298
MI,42.757800,-85.120900,514
MI,42.759500,-85.115300,473
MI,42.780400,-85.142400,461
MI,42.726434,-85.138411,134
MI,42.503400,-83.101000,305
MI,42.517200,-83.102100,272
MI,42.510700,-83.100200,538
MI,42.522200,-83.112500,753
MI,42.513700,-83.124800,259
MI,42.513100,-83.090600,260
MI,42.511100,-83.099700,29
MI,42.689200,-84.555300,245
MI,42.757600,-84.587900,308
MI,42.739616,-84.524561,798
MI,42.692700,-84.556700,1017
MI,42.698700,-84.514100,262
MI,42.700100,-84.598700,232
MI,42.759200,-84.547600,316
MI,42.732900,-84.575900,586
MI,42.702700,-84.541400,242
MI,42.758400,-84.516000,430
MI,42.731839,-84.570964,273
MI,42.681100,-84.596800,356
MI,42.670800,-84.549100,471
MI,42.681176,-84.542240,12
MI,42.706277,-84.584505,562
MI,42.770700,-84.547300,356
MI,42.711400,-84.590700,272
MI,42.675000,-84.565300,426
MI,42.695951,-84.607581,323
MI,42.742272,-84.521731,706
MI,42.680499,-84.556827,874
MI,42.688791,-84.581285,204
MI,42.688791,-84.581285,353
MI,42.673748,-84.590922,157
MI,43.045200,-83.316300,389
MI,43.089200,-83.279100,390
MI,43.038100,-83.301900,1006
MI,43.062000,-83.337500,457
MI,42.956900,-83.317900,374
MI,43.055810,-83.341785,210
MI,43.047958,-83.347169,610
MI,43.058689,-83.335779,628
MI,42.220000,-86.060200,214
MI,42.219700,-86.058800,179
MI,42.169945,-85.828310,26
MI,42.168406,-85.840946,397
MI,42.169945,-85.828310,279
MI,42.170464,-85.830234,325
MI,45.024324,-85.755967,421
MI,45.998845,-84.356891,219
MI,42.457500,-84.436100,326
MI,42.460468,-84.441550,322
MI,42.453668,-84.434986,410
MI,42.460468,-84.441550,29
MI,42.159300,-83.603200,486
MI,42.171500,-83.614500,493
MI,42.157800,-83.602000,500
MI,42.158668,-83.611294,810
MI,42.160900,-83.609100,712
MI,42.158668,-83.611294,121
MI,42.244400,-83.185700,1089
MI,42.217614,-83.209190,106
MI,42.228100,-83.176400,311
MI,42.230500,-83.187300,287
MI,42.238000,-83.190500,308
MI,42.241300,-83.167400,332
MI,42.258100,-83.178100,441
MI,42.245700,-83.189800,1384
MI,42.245200,-83.196400,292
MI,42.251300,-83.165300,261
MI,42.236520,-83.169563,35
MI,42.809800,-83.786400,351
MI,42.811400,-83.783700,295
MI,42.808400,-83.815300,775
MI,42.803400,-83.814300,577
MI,42.808900,-83.812500,337
MI,42.046054,-84.754393,143
MI,42.046054,-84.754393,110
MI,45.444133,-84.789825,223
MI,42.432785,-83.366128,62
MI,42.359700,-83.406600,301
MI,42.413000,-83.382700,1523
MI,42.360200,-83.319100,415
MI,42.420500,-83.345900,535
MI,42.350700,-83.323600,638
MI,42.362900,-83.330900,638
MI,42.355900,-83.345200,1272
MI,42.358500,-83.360900,470
MI,42.346000,-83.344800,416
MI,42.405000,-83.411100,670
MI,42.402700,-83.402200,524
MI,42.386600,-83.364800,472
MI,42.349600,-83.418200,503
MI,42.387900,-83.424100,532
MI,42.400400,-83.345900,615
MI,42.384700,-83.380200,641
MI,42.391300,-83.342500,409
MI,42.355300,-83.408400,1227
MI,42.406400,-83.358800,483
MI,42.432785,-83.366128,253
MI,42.417526,-83.406629,219
MI,42.423947,-83.431960,40
MI,42.362851,-83.395225,62
MI,42.615746,-82.893574,23
MI,42.591500,-82.831900,515
MI,42.691600,-82.808900,425
MI,42.694500,-82.806800,626
MI,42.688100,-82.837000,656
MI,42.634400,-82.873600,612
MI,42.639700,-82.865700,618
MI,42.548800,-82.859400,383
MI,42.581200,-82.853600,1172
MI,42.575300,-82.854100,356
MI,42.646300,-82.820100,456
MI,42.577900,-82.816500,264
MI,42.639100,-82.870200,1545
MI,42.559700,-82.876500,356
MI,42.551000,-82.863900,300
MI,42.576900,-82.854200,601
MI,42.621979,-82.864159,182
MI,42.941100,-85.355000,485
MI,43.025900,-85.375300,433
MI,42.853100,-85.379300,417
MI,42.955400,-85.378400,1058
MI,42.936800,-85.347600,253
MI,42.936398,-85.336801,19
MI,42.939200,-85.348700,790
MI,43.968865,-86.422271,911
MI,43.960800,-86.438400,687
MI,43.962700,-86.438500,447
MI,45.847899,-84.623987,64
MI,45.781000,-84.744700,147
MI,42.491822,-83.096472,5
MI,42.491700,-83.097300,255
MI,42.488000,-83.103300,168
MI,42.481181,-83.095537,64
MI,42.492780,-83.093561,411
MI,41.868115,-84.019646,753
MI,41.868115,-84.019646,439
MI,41.868115,-84.019646,388
MI,44.899800,-85.070000,288
MI,44.897400,-85.074000,243
MI,44.901300,-85.064300,242
MI,42.158600,-84.035700,287
MI,42.154000,-84.038600,163
MI,42.154569,-84.029348,188
MI,44.241504,-86.331243,292
MI,44.218200,-86.302831,270
MI,44.234021,-86.333092,685
MI,45.997235,-86.273158,22
MI,45.959075,-86.245357,412
MI,45.956275,-86.236014,267
MI,44.406832,-85.396788,305
MI,44.406832,-85.396788,289
MI,44.406832,-85.396788,345
MI,42.611768,-85.056135,23
MI,42.598100,-85.097100,204
MI,42.611768,-85.056135,375
MI,42.630257,-85.021113,267
MI,42.011361,-85.954732,40
MI,42.024343,-85.821325,264
MI,42.024022,-85.823112,160
MI,42.024544,-85.813370,136
MI,44.101600,-85.131600,192
MI,44.103000,-85.152700,185
MI,42.304500,-84.883500,295
MI,43.321632,-83.068953,328
MI,43.326700,-83.074400,371
MI,42.259799,-84.750687,109
MI,42.286500,-84.960500,293
MI,42.245130,-84.735288,236
MI,42.276500,-84.951400,252
MI,42.260500,-84.958000,261
MI,42.270650,-84.957676,541
MI,42.285600,-84.957600,787
MI,42.343440,-85.288035,119
MI,42.536100,-85.638200,330
MI,42.535800,-85.638600,299
MI,42.920600,-82.469500,317
MI,42.913400,-82.475600,603
MI,42.911200,-82.475600,806
MI,42.905900,-82.487800,460
MI,42.921900,-82.491800,469
MI,42.632400,-84.434100,375
MI,42.571800,-84.435800,1015
MI,42.585500,-84.523800,371
MI,42.577300,-84.435900,513
MI,42.579300,-84.425700,778
MI,42.578474,-84.453318,252
MI,41.810800,-83.490900,421
MI,41.810400,-83.493500,223
MI,41.813401,-83.491578,316
MI,41.813401,-83.491578,20
MI,43.959807,-86.287224,276
MI,43.957100,-86.285800,413
MI,43.957930,-86.281419,211
MI,43.958023,-86.287528,258
MI,43.956293,-86.332822,45
MI,43.953897,-86.217300,181
MI,43.953897,-86.217300,176
MI,42.212208,-85.806440,703
MI,42.213309,-85.799584,1126
MI,42.213365,-85.796381,823
MI,42.211508,-85.807214,808
MI,42.212564,-85.790864,85
MI,43.332142,-83.353126,284
MI,43.330817,-83.351054,248
MI,44.194572,-85.209406,294
MI,44.194572,-85.209406,520
MI,44.194572,-85.209406,267
MI,42.280000,-83.177000,914
MI,42.278411,-83.185996,651
MI,42.274249,-83.203506,982
MI,42.272100,-83.213000,436
MI,42.893700,-82.778500,388
MI,42.897100,-82.777500,321
MI,42.012200,-85.443200,254
MI,42.011200,-85.454200,210
MI,45.109818,-87.617468,531
MI,45.117700,-87.627100,271
MI,45.117800,-87.625900,352
MI,43.709500,-84.369600,537
MI,43.711700,-84.369700,441
MI,43.707100,-84.369800,396
MI,43.408244,-84.338372,165
MI,43.408200,-84.333500,196
MI,43.408244,-84.338372,97
MI,44.405216,-85.710283,256
MI,44.401916,-85.707592,276
MI,42.238300,-84.342500,321
MI,42.223700,-84.338800,700
MI,42.229632,-84.324657,402
MI,43.646200,-84.216100,479
MI,43.633088,-84.196474,416
MI,43.649400,-84.235500,919
MI,43.620700,-84.212600,1129
MI,43.632600,-84.211600,789
MI,43.633900,-84.213500,406
MI,43.649800,-84.239300,643
MI,43.639900,-84.275300,1272
MI,43.647900,-84.259000,600
MI,43.618221,-84.228305,7
MI,43.625490,-84.181241,11
MI,43.618766,-84.233237,646
MI,43.620076,-84.243198,63
MI,45.984700,-87.114200,220
MI,42.080500,-83.696800,356
MI,42.078600,-83.702400,526
MI,42.090600,-83.680700,279
MI,42.092500,-83.681600,526
MI,42.078600,-83.702400,29
MI,42.092500,-83.681600,4
MI,43.273990,-83.518909,358
MI,43.280244,-83.523287,476
MI,43.276505,-83.519755,19
MI,43.273990,-83.518909,240
MI,44.653338,-84.144378,234
MI,44.653338,-84.144378,263
MI,43.197800,-86.277000,454
MI,43.157800,-86.268100,414
MI,43.171800,-86.247800,450
MI,43.199400,-86.298900,411
MI,43.186100,-86.271400,1268
MI,43.196300,-86.286100,930
MI,41.901200,-83.378600,260
MI,41.883900,-83.432300,769
MI,41.927211,-83.382715,462
MI,41.932200,-83.418000,444
MI,41.911000,-83.399800,674
MI,41.970500,-83.446500,443
MI,41.918800,-83.436700,1332
MI,43.423100,-86.363000,419
MI,43.423300,-86.357700,307
MI,43.417300,-86.363200,436
MI,43.425067,-86.356918,85
MI,43.177914,-83.891920,199
MI,43.179200,-83.889900,367
MI,43.181200,-83.886800,449
MI,43.183000,-83.887000,420
MI,45.870400,-84.823900,87
MI,41.720800,-84.209100,227
MI,41.723795,-84.207744,269
MI,43.535508,-85.441329,234
MI,43.537695,-85.441371,437
MI,43.535508,-85.441329,287
MI,42.841800,-84.177400,196
MI,42.844600,-84.177800,215
MI,42.580584,-82.900487,407
MI,42.596982,-82.884072,239
MI,42.596982,-82.884072,151
MI,43.129000,-83.687000,219
MI,43.119000,-83.702400,199
MI,43.118800,-83.689900,68
MI,43.122700,-83.688800,297
MI,43.128000,-83.700800,197
MI,43.120800,-83.715800,410
MI,43.045114,-83.764356,28
MI,43.010799,-83.687355,9
MI,43.027615,-83.730788,11
MI,43.596200,-84.769800,431
MI,43.603700,-84.789900,220
MI,43.608500,-84.750100,276
MI,43.600700,-84.798800,666
MI,43.591500,-84.763900,1066
MI,43.603096,-84.762043,303
MI,43.585400,-84.785700,235
MI,43.590700,-84.748600,138
MI,43.590386,-84.749428,6
MI,46.408346,-86.656857,253
MI,46.417364,-86.662682,296
MI,43.243866,-86.215723,367
MI,43.224852,-86.246146,1003
MI,43.226451,-86.218729,438
MI,43.220979,-86.242066,774
MI,43.211194,-86.295680,451
MI,43.218785,-86.238852,107
MI,43.212366,-86.273864,185
MI,42.162363,-84.250187,84
MI,42.165500,-84.249300,564
MI,42.165000,-84.247900,381
MI,42.164600,-84.249800,261
MI,46.500800,-87.609600,464
MI,46.511800,-87.609900,584
MI,46.504400,-87.619100,474
MI,41.795434,-86.729027,133
MI,41.795434,-86.729027,172
MI,41.782900,-86.757700,211
MI,42.724800,-82.784500,458
MI,42.725000,-82.791000,314
MI,42.725200,-82.791400,170
MI,42.719830,-82.888636,595
MI,43.119900,-83.975700,398
MI,43.120400,-83.973500,505
MI,43.411100,-85.798900,460
MI,43.414300,-85.780600,472
MI,43.418000,-85.798700,635
MI,46.350700,-85.510900,496
MI,46.480500,-87.728900,721
MI,46.481986,-87.725467,383
MI,41.823106,-86.231089,134
MI,41.829282,-86.252143,24
MI,41.816300,-86.280600,516
MI,41.847000,-86.166600,529
MI,41.835500,-86.239200,828
MI,41.835300,-86.233400,510
MI,41.818700,-86.240300,37
MI,41.847700,-86.249000,13
MI,41.823106,-86.231089,95
MI,41.831101,-86.240737,403
MI,41.823106,-86.231089,18
MI,41.965100,-84.524300,163
MI,41.965900,-84.524400,138
MI,43.224500,-83.184900,42
MI,43.224700,-83.184800,695
MI,43.223700,-83.193500,964
MI,43.225200,-83.187200,722
MI,42.408900,-82.907900,605
MI,42.443900,-82.884600,357
MI,42.383200,-82.937200,460
MI,42.391062,-82.902486,1123
MI,42.409500,-82.901600,321
MI,42.390400,-82.918900,252
MI,42.442900,-82.901700,274
MI,42.425300,-82.904400,456
MI,42.442514,-82.906143,671
MI,42.395300,-82.905200,313
MI,42.382100,-82.936300,570
MI,42.436600,-82.889200,924
MI,43.940100,-83.003900,295
MI,43.257600,-86.268600,206
MI,43.257700,-86.268200,305
MI,43.258225,-86.267358,406
MI,45.128800,-85.619600,127
MI,43.031900,-85.590700,32
MI,43.035000,-85.611700,371
MI,43.042185,-85.623323,346
MI,43.043500,-85.620900,1078
MI,43.043900,-85.626900,472
MI,43.032800,-85.642500,240
MI,43.047200,-85.593000,445
MI,43.055846,-85.581109,136
MI,42.453300,-83.504300,531
MI,42.438200,-83.486000,1024
MI,42.406590,-83.534133,468
MI,42.440200,-83.484200,504
MI,42.411700,-83.495200,2441
MI,42.408300,-83.464600,615
MI,42.432400,-83.468100,403
MI,42.404300,-83.453900,519
MI,42.435500,-83.506100,379
MI,42.441600,-83.491400,122
MI,42.333331,-84.464079,157
MI,42.328800,-84.464000,786
MI,42.295700,-84.411800,848
MI,42.329900,-84.468500,958
MI,42.297600,-84.411700,758
MI,45.782635,-87.902333,242
MI,45.782635,-87.902333,141
MI,45.782635,-87.902333,183
MI,41.919600,-85.440100,189
MI,42.483100,-83.533500,459
MI,42.474000,-83.497900,496
MI,42.465000,-83.461500,453
MI,42.463800,-83.491000,2141
MI,42.480800,-83.531400,1086
MI,42.461500,-83.445800,499
MI,42.476600,-83.497000,1048
MI,42.478900,-83.499700,515
MI,42.484768,-83.457645,26
MI,42.484768,-83.457645,9
MI,42.463100,-83.175600,516
MI,42.451800,-83.187200,387
MI,42.462200,-83.175300,707
MI,42.465100,-83.184300,798
MI,42.470900,-83.193000,416
MI,42.458425,-83.186052,108
MI,42.456173,-83.174012,54
MI,43.244200,-86.107900,437
MI,43.248349,-86.109598,539
MI,43.248429,-86.108100,271
MI,43.256500,-86.115200,549
MI,42.698600,-84.447600,476
MI,42.698200,-84.427100,726
MI,42.711036,-84.430787,326
MI,42.708100,-84.393700,439
MI,42.684600,-84.456300,1496
MI,42.698400,-84.418500,735
MI,42.684400,-84.420000,441
MI,42.446531,-84.916595,404
MI,42.446531,-84.916595,461
MI,42.435800,-84.921700,374
MI,45.348988,-84.228292,106
MI,45.348988,-84.228292,246
MI,45.348988,-84.228292,159
MI,42.697148,-84.779356,22
MI,44.364854,-86.201979,294
MI,42.000905,-84.191389,536
MI,41.999738,-84.190329,365
MI,41.999993,-84.192895,243
MI,46.870308,-89.300213,271
MI,43.232950,-86.200270,134
MI,43.251582,-86.185328,422
MI,43.253847,-86.190498,543
MI,43.257100,-86.172700,331
MI,43.246100,-86.185400,611
MI,47.118035,-88.507764,317
MI,44.423600,-83.378100,488
MI,44.423063,-83.382495,711
MI,42.378600,-85.707000,287
MI,42.455486,-85.711289,19
MI,42.453000,-85.689500,357
MI,42.456749,-85.708770,542
MI,42.454808,-85.708181,448
MI,42.455486,-85.711289,708
MI,43.009877,-84.363356,30
MI,43.090700,-84.392800,296
MI,43.046800,-84.387700,293
MI,43.009900,-84.363400,284
MI,43.045900,-84.388800,372
MI,43.729555,-83.264614,67
MI,43.729555,-83.264614,69
MI,42.986969,-84.160517,131
MI,42.986400,-84.183700,431
MI,43.002700,-84.178200,409
MI,43.002400,-84.163900,421
MI,43.014011,-84.160903,641
MI,43.014011,-84.160903,805
MI,42.818241,-83.268571,340
MI,42.824582,-83.235987,393
MI,42.808333,-83.299719,425
MI,42.818385,-83.264059,345
MI,42.866665,-83.136661,241
MI,42.838243,-83.260782,1568
MI,42.820132,-83.236108,938
MI,42.820132,-83.236108,49
MI,42.807651,-83.270405,1249
MI,42.814672,-83.230735,28
MI,42.318100,-85.566300,119
MI,42.331500,-85.556100,412
MI,42.329100,-85.569600,352
MI,42.330900,-85.592100,178
MI,42.340700,-85.559600,208
MI,42.329600,-85.559300,289
MI,42.224900,-85.904700,453
MI,42.221460,-85.884356,76
MI,42.223400,-85.903700,481
MI,42.216000,-85.900700,498
MI,42.220600,-85.849500,638
MI,43.257772,-82.809355,202
MI,43.257772,-82.809355,174
MI,45.553000,-84.778300,220
MI,45.553000,-84.780600,258
MI,42.370579,-85.133045,273
MI,42.370857,-85.130796,471
MI,42.405800,-85.153800,188
MI,42.353200,-85.170300,197
MI,42.371300,-85.136500,748
MI,43.784300,-86.424500,226
MI,42.829000,-84.217300,193
MI,42.832912,-84.211088,476
MI,42.833175,-84.213378,307
MI,45.371100,-84.969700,237
MI,45.368100,-84.943900,250
MI,45.371200,-84.936500,862
MI,45.369500,-84.931400,561
MI,45.363700,-84.954700,252
MI,45.371400,-84.954600,234
MI,43.000500,-84.852900,249
MI,42.942700,-84.836500,504
MI,46.155170,-84.360068,430
MI,42.482800,-83.916900,233
MI,42.460200,-83.905100,473
MI,42.463300,-83.889200,192
MI,42.449900,-83.930300,619
MI,42.460200,-83.902900,491
MI,42.459831,-83.903612,15
MI,43.737700,-83.967900,122
MI,43.852504,-83.969511,370
MI,43.851293,-83.970369,359
MI,43.852504,-83.969511,244
MI,44.064500,-85.488600,261
MI,44.064500,-85.488600,363
MI,44.038600,-85.457500,270
MI,41.863400,-84.471000,203
MI,41.863500,-84.472100,163
MI,42.447570,-85.629964,86
MI,42.370200,-85.630800,288
MI,42.436400,-85.638400,439
MI,42.437500,-85.653900,828
MI,42.438000,-85.651700,410
MI,42.436300,-85.650200,569
MI,42.299500,-83.478800,479
MI,42.334500,-83.499300,476
MI,42.328200,-83.484400,731
MI,42.308200,-83.508800,470
MI,42.346800,-83.499000,1816
MI,42.307700,-83.525000,637
MI,42.353337,-83.433149,194
MI,42.372400,-83.481200,476
MI,42.390800,-83.450800,402
MI,42.347200,-83.480600,336
MI,42.370800,-83.481700,667
MI,42.362400,-83.462000,725
MI,42.360600,-83.475600,364
MI,42.356500,-83.495000,827
MI,42.356200,-83.487700,422
MI,42.349700,-83.495800,1871
MI,42.327800,-83.472000,480
MI,42.346900,-83.492400,1899
MI,42.316400,-83.450500,443
MI,42.301600,-83.449500,467
MI,42.345200,-83.465100,468
MI,42.315700,-83.480300,443
MI,42.308714,-83.495104,817
MI,42.656350,-83.303417,611
MI,42.683207,-83.300320,57
MI,42.665900,-83.317600,334
MI,42.653600,-83.256300,319
MI,42.665800,-83.267600,790
MI,42.667684,-83.269334,992
MI,42.683207,-83.300320,383
MI,42.680200,-83.229500,280
MI,42.667684,-83.269334,7
MI,42.971891,-82.448625,141
MI,42.946800,-82.457100,250
MI,43.037500,-82.494700,533
MI,43.005100,-82.435000,377
MI,43.000887,-82.450408,397
MI,43.049100,-82.453000,510
MI,42.990800,-82.484800,341
MI,43.024100,-82.444400,1089
MI,42.983200,-82.464600,599
MI,42.971900,-82.450400,988
MI,42.971900,-82.447300,270
MI,43.014200,-82.485900,404
MI,43.017300,-82.441700,404
MI,42.968900,-82.429800,246
MI,42.992800,-82.522800,357
MI,42.982966,-82.442488,10
MI,47.108768,-88.566066,359
MI,47.108768,-88.566066,481
MI,47.115438,-88.575170,618
MI,42.210300,-85.626700,591
MI,42.231000,-85.600000,137
MI,42.220400,-85.623300,513
MI,42.239100,-85.630300,360
MI,42.194500,-85.590600,439
MI,42.220400,-85.609200,378
MI,42.171700,-85.566600,494
MI,42.197994,-85.588457,719
MI,42.198100,-85.586700,1391
MI,42.231983,-85.601940,609
MI,42.234400,-85.600600,1194
MI,42.211100,-85.605600,348
MI,42.212000,-85.627100,717
MI,42.220200,-85.646452,589
MI,42.881200,-84.918300,665
MI,42.862900,-84.903100,473
MI,42.862300,-84.905900,418
MI,42.881900,-84.914200,423
MI,45.268437,-83.697282,92
MI,45.268437,-83.697282,118
MI,42.630824,-84.736364,222
MI,42.630595,-84.734165,322
MI,42.630824,-84.736364,209
MI,46.817644,-87.729157,46
MI,45.710674,-87.602391,123
MI,45.692178,-87.515564,100
MI,45.692178,-87.515564,61
MI,41.940700,-84.879900,408
MI,41.943200,-84.880000,346
MI,41.943185,-84.880969,345
MI,45.914404,-86.926335,243
MI,43.190200,-85.939800,393
MI,43.202600,-85.945400,317
MI,43.203700,-85.946600,291
MI,41.837900,-84.745700,286
MI,41.841400,-84.744100,404
MI,42.420219,-83.302466,510
MI,42.420219,-83.302466,409
MI,42.436100,-83.295900,457
MI,42.419852,-83.288812,99
MI,42.421633,-83.302282,56
MI,42.421633,-83.302282,67
MI,42.407500,-83.304200,397
MI,43.872200,-85.514800,540
MI,43.866700,-85.512600,445
MI,43.865800,-85.513700,471
MI,43.460371,-83.683359,254
MI,43.452300,-83.682900,328
MI,43.460371,-83.683359,161
MI,43.280700,-86.222500,479
MI,43.278000,-86.288600,428
MI,43.277100,-86.291300,537
MI,43.279298,-86.222327,600
MI,43.281000,-86.216600,1107
MI,43.360900,-86.163700,205
MI,43.249300,-86.307300,39
MI,46.370800,-87.982800,80
MI,42.805800,-82.760600,570
MI,42.807800,-82.760000,490
MI,42.805500,-82.756200,478
MI,42.264400,-83.136500,625
MI,42.275530,-83.136828,987
MI,42.270900,-83.146900,261
MI,42.274356,-83.130822,370
MI,42.275530,-83.136828,841
MI,41.839004,-86.611445,265
MI,41.839004,-86.611445,195
MI,42.179000,-83.204400,328
MI,42.179100,-83.187800,435
MI,42.176900,-83.177500,854
MI,42.177800,-83.204800,606
MI,42.166300,-83.194300,395
MI,42.184401,-83.185259,110
MI,42.179261,-83.185029,15
MI,42.653000,-83.138300,450
MI,42.700800,-83.125100,999
MI,42.650500,-83.122600,567
MI,42.741500,-83.198900,643
MI,42.699285,-83.121567,1478
MI,42.736600,-83.163600,534
MI,42.635200,-83.121600,442
MI,42.702900,-83.185600,377
MI,42.675500,-83.148300,443
MI,42.670600,-83.181400,428
MI,42.693500,-83.132400,512
MI,42.679200,-83.155400,1682
MI,42.673900,-83.173400,784
MI,42.687300,-83.161000,528
MI,42.695800,-83.197100,1521
MI,42.668694,-83.163520,379
MI,42.635900,-83.103200,706
MI,42.698200,-83.198000,906
MI,42.659934,-83.113719,100
MI,42.727100,-83.128300,512
MI,42.710900,-83.205000,505
MI,43.126931,-85.557328,37
MI,43.110100,-85.536700,397
MI,43.104300,-85.455900,788
MI,43.092400,-85.571900,307
MI,43.073800,-85.609900,277
MI,43.077800,-85.549900,469
MI,43.087000,-85.469400,409
MI,43.125400,-85.557000,179
MI,43.091500,-85.565400,1750
MI,43.129000,-85.567300,336
MI,43.052000,-85.468300,262
MI,43.118800,-85.550300,908
MI,43.092300,-85.557600,584
MI,43.092200,-85.571800,283
MI,43.140461,-85.593650,454
MI,45.416500,-83.824800,252
MI,45.417100,-83.822000,182
MI,42.754800,-83.006400,441
MI,42.757900,-83.033900,456
MI,42.754393,-83.012207,1817
MI,42.803251,-83.026456,1196
MI,42.722800,-83.034400,428
MI,42.805600,-83.008700,457
MI,42.806000,-83.103800,498
MI,42.261425,-83.356314,262
MI,42.232600,-83.389400,518
MI,42.239100,-83.401800,281
MI,42.239000,-83.404500,423
MI,42.189600,-83.412300,233
MI,42.185600,-83.317800,223
MI,42.232571,-83.389417,118
MI,42.485700,-82.954700,215
MI,42.514600,-82.915800,255
MI,42.520000,-82.929100,310
MI,42.506200,-82.951300,261
MI,42.490000,-82.928800,440
MI,42.492300,-82.948700,215
MI,42.529900,-82.927100,171
MI,42.500300,-82.953800,620
MI,42.519000,-82.936800,1211
MI,42.498300,-82.952500,362
MI,42.514277,-83.134804,77
MI,42.502500,-83.125700,470
MI,42.494900,-83.147800,1058
MI,42.511362,-83.171172,436
MI,42.523600,-83.161000,1293
MI,42.505576,-83.154695,446
MI,42.518600,-83.137600,404
MI,42.481000,-83.115800,242
MI,42.529300,-83.185900,301
MI,46.229133,-84.597004,602
MI,43.445500,-83.969000,31
MI,43.429933,-83.991301,374
MI,43.432555,-83.943889,981
MI,43.421600,-83.991800,247
MI,43.426699,-83.993716,370
MI,43.428800,-83.965500,282
MI,43.408746,-83.913286,308
MI,43.403200,-83.957400,230
MI,43.438800,-83.981900,279
MI,43.399000,-83.987300,267
MI,43.432400,-83.986401,585
MI,43.436900,-83.955300,273
MI,43.478500,-83.922100,194
MI,43.432308,-83.929698,168
MI,43.442350,-83.908411,232
MI,43.406400,-83.925800,134
MI,43.450500,-83.971500,138
MI,43.418800,-84.017900,1019
MI,43.435600,-84.004300,331
MI,43.443300,-84.008200,357
MI,43.410200,-84.012600,313
MI,43.423300,-84.021900,445
MI,43.456200,-84.017100,1313
MI,43.451744,-83.992671,531
MI,46.011418,-87.959980,250
MI,42.182800,-83.781500,453
MI,42.182600,-83.783400,646
MI,42.188600,-83.744300,439
MI,42.180300,-83.776400,1017
MI,42.188500,-83.748800,1519
MI,42.164100,-83.775500,474
MI,42.180080,-83.786000,31
MI,42.168205,-83.781666,17
MI,41.822200,-84.102600,404
MI,41.818400,-84.102600,352
MI,43.412900,-82.822300,460
MI,43.410600,-82.828600,471
MI,42.927200,-85.203800,406
MI,42.924300,-85.201400,433
MI,42.658800,-86.197700,186
MI,42.641100,-86.206200,366
MI,42.658500,-86.197400,267
MI,46.486700,-84.342200,342
